"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","Validate event audit trail for order","","2026-08-26","passed","2026-08-26","","","",""
"","193","Validate ORDER_CREATED event stored in MongoDB","","2026-08-26","passed","2026-08-26","","","",""
"","2595","Full order flow - API to Kafka event validation","","2026-08-26","passed","2026-08-26","","","",""
"","591","Validate ORDER_CREATED event type routing","","2026-08-26","passed","2026-08-26","","","",""
"","14","Create account with invalid currency returns 400","","2026-08-26","passed","2026-08-26","","","",""
"","17","Partial match - match response contains","","2026-08-26","passed","2026-08-26","","","",""
"","10","Update non-existent account returns 404","","2026-08-26","passed","2026-08-26","","","",""
"","10","Get account - verify currency","","2026-08-26","passed","2026-08-26","","","",""
"","7","Missing required fields returns 400","","2026-08-26","passed","2026-08-26","","","",""
"","10","Transfer 201 for amount 0.01","","2026-08-26","passed","2026-08-26","","","",""
"","4339","Send HTTP call and validate Kafka event produced","","2026-08-26","passed","2026-08-26","","","",""
"","17","Regex and conditional validation","","2026-08-26","passed","2026-08-26","","","",""
"","8","Transfer to same account returns 400","","2026-08-26","passed","2026-08-26","","","",""
"","26","Validate Kafka metadata stored correctly in MongoDB","","2026-08-26","passed","2026-08-26","","","",""
"","16","Find DLQ events - failed transactions","","2026-08-26","passed","2026-08-26","","","",""
"","103","Generate unique transfer payload at runtime","","2026-08-26","passed","2026-08-26","","","",""
"","12","Create account with missing required fields returns 400","","2026-08-26","passed","2026-08-26","","","",""
"","58","Apply for personal loan - full happy path (5 steps)","","2026-08-26","passed","2026-08-26","","","",""
"","11","Transfer 201 for amount 100.00","","2026-08-26","passed","2026-08-26","","","",""
"","19","Validate QuickMart Cash API schema","","2026-08-26","passed","2026-08-26","","","",""
"","28","Find events missing Kafka metadata","","2026-08-26","passed","2026-08-26","","","",""
"","15","Response header validation","","2026-08-26","passed","2026-08-26","","","",""
"","21","Count total events in MongoDB","","2026-08-26","passed","2026-08-26","","","",""
"","19","Type validation - #string #number #boolean #notnull","","2026-08-26","passed","2026-08-26","","","",""
"","21","Get account by ID - success","","2026-08-26","passed","2026-08-26","","","",""
"","10","Update account email successfully","","2026-08-26","passed","2026-08-26","","","",""
"","16","Successful transfer returns 201 with PENDING status","","2026-08-26","passed","2026-08-26","","","",""
"","109","Create new savings account successfully","","2026-08-26","passed","2026-08-26","","","",""
"","2569","DLQ Flow - Failed order goes to Dead Letter Queue","","2026-08-26","passed","2026-08-26","","","",""
"","11","Transfer 201 for amount 50.50","","2026-08-26","passed","2026-08-26","","","",""
"","14","Freeze account successfully","","2026-08-26","passed","2026-08-26","","","",""
"","2583","Idempotency - same order sent twice produces only one event","","2026-08-26","passed","2026-08-26","","","",""
"","19","Get account - verify schema","","2026-08-26","passed","2026-08-26","","","",""
"","12","Transfer 400 for amount 50.00","","2026-08-26","passed","2026-08-26","","","",""
"","580","Validate full order lifecycle - Created to Paid","","2026-08-26","passed","2026-08-26","","","",""
"","12","Negative test - error response schema validation","","2026-08-26","passed","2026-08-26","","","",""
"","2559","Offset replay - consumer reads from earliest offset","","2026-08-26","passed","2026-08-26","","","",""
"","48","Partition routing - same customerId always goes to same partition","","2026-08-26","passed","2026-08-26","","","",""
"","10","Insufficient funds returns 422","","2026-08-26","passed","2026-08-26","","","",""
