"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","Create account with invalid currency returns 400","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","17","Successful transfer returns 201 with PENDING status","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","2564","DLQ Flow - Failed order goes to Dead Letter Queue","","Fri May 08 07:50:03 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","13","Validate QuickMart Cash API schema","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","9","Get account - verify currency","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","13","Validate event audit trail for order","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","15","Type validation - #string #number #boolean #notnull","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","562","Validate ORDER_CREATED event type routing","","Fri May 08 07:49:54 UTC 2026","passed","Fri May 08 07:49:55 UTC 2026","","","",""
"","13","Find DLQ events - failed transactions","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","125","Validate ORDER_CREATED event stored in MongoDB","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","13","Regex and conditional validation","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","107","Create new savings account successfully","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","15","Freeze account successfully","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","10","Create account with missing required fields returns 400","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","18","Count total events in MongoDB","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","5757","Send HTTP call and validate Kafka event produced","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:54 UTC 2026","","","",""
"","12","Response header validation","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","2554","Offset replay - consumer reads from earliest offset","","Fri May 08 07:49:58 UTC 2026","passed","Fri May 08 07:50:00 UTC 2026","","","",""
"","7","Update non-existent account returns 404","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","7","Insufficient funds returns 422","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","8","Transfer 201 for amount 0.01","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","48","Partition routing - same customerId always goes to same partition","","Fri May 08 07:49:58 UTC 2026","passed","Fri May 08 07:49:58 UTC 2026","","","",""
"","2573","Idempotency - same order sent twice produces only one event","","Fri May 08 07:49:55 UTC 2026","passed","Fri May 08 07:49:58 UTC 2026","","","",""
"","7","Missing required fields returns 400","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","14","Partial match - match response contains","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","562","Validate full order lifecycle - Created to Paid","","Fri May 08 07:49:55 UTC 2026","passed","Fri May 08 07:49:55 UTC 2026","","","",""
"","7","Transfer 201 for amount 50.50","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","2584","Full order flow - API to Kafka event validation","","Fri May 08 07:50:01 UTC 2026","passed","Fri May 08 07:50:03 UTC 2026","","","",""
"","7","Transfer to same account returns 400","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","22","Validate Kafka metadata stored correctly in MongoDB","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","11","Negative test - error response schema validation","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","95","Generate unique transfer payload at runtime","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","9","Update account email successfully","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","26","Find events missing Kafka metadata","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","9","Transfer 201 for amount 100.00","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","8","Get account - verify schema","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","47","Apply for personal loan - full happy path (5 steps)","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
"","10","Get account by ID - success","","Fri May 08 07:49:48 UTC 2026","passed","Fri May 08 07:49:48 UTC 2026","","","",""
"","9","Transfer 400 for amount 50.00","","Fri May 08 07:50:06 UTC 2026","passed","Fri May 08 07:50:06 UTC 2026","","","",""
