"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","Create account with missing required fields returns 400","","2026-07-23","passed","2026-07-23","","","",""
"","2581","Idempotency - same order sent twice produces only one event","","2026-07-23","passed","2026-07-23","","","",""
"","5434","Send HTTP call and validate Kafka event produced","","2026-07-23","passed","2026-07-23","","","",""
"","12","Insufficient funds returns 422","","2026-07-23","passed","2026-07-23","","","",""
"","15","Update account email successfully","","2026-07-23","passed","2026-07-23","","","",""
"","2592","Full order flow - API to Kafka event validation","","2026-07-23","passed","2026-07-23","","","",""
"","12","Response header validation","","2026-07-23","passed","2026-07-23","","","",""
"","17","Regex and conditional validation","","2026-07-23","passed","2026-07-23","","","",""
"","13","Transfer 400 for amount 50.00","","2026-07-23","passed","2026-07-23","","","",""
"","12","Update non-existent account returns 404","","2026-07-23","passed","2026-07-23","","","",""
"","10","Missing required fields returns 400","","2026-07-23","passed","2026-07-23","","","",""
"","11","Get account - verify schema","","2026-07-23","passed","2026-07-23","","","",""
"","32","Find events missing Kafka metadata","","2026-07-23","passed","2026-07-23","","","",""
"","9","Get account - verify currency","","2026-07-23","passed","2026-07-23","","","",""
"","11","Transfer 201 for amount 100.00","","2026-07-23","passed","2026-07-23","","","",""
"","10","Create account with invalid currency returns 400","","2026-07-23","passed","2026-07-23","","","",""
"","17","Validate QuickMart Cash API schema","","2026-07-23","passed","2026-07-23","","","",""
"","12","Transfer 201 for amount 0.01","","2026-07-23","passed","2026-07-23","","","",""
"","9","Transfer 201 for amount 50.50","","2026-07-23","passed","2026-07-23","","","",""
"","25","Validate Kafka metadata stored correctly in MongoDB","","2026-07-23","passed","2026-07-23","","","",""
"","587","Validate ORDER_CREATED event type routing","","2026-07-23","passed","2026-07-23","","","",""
"","26","Type validation - #string #number #boolean #notnull","","2026-07-23","passed","2026-07-23","","","",""
"","15","Find DLQ events - failed transactions","","2026-07-23","passed","2026-07-23","","","",""
"","855","Create new savings account successfully","","2026-07-23","passed","2026-07-23","","","",""
"","572","Validate full order lifecycle - Created to Paid","","2026-07-23","passed","2026-07-23","","","",""
"","2564","DLQ Flow - Failed order goes to Dead Letter Queue","","2026-07-23","passed","2026-07-23","","","",""
"","23","Count total events in MongoDB","","2026-07-23","passed","2026-07-23","","","",""
"","2562","Offset replay - consumer reads from earliest offset","","2026-07-23","passed","2026-07-23","","","",""
"","173","Validate ORDER_CREATED event stored in MongoDB","","2026-07-23","passed","2026-07-23","","","",""
"","10","Negative test - error response schema validation","","2026-07-23","passed","2026-07-23","","","",""
"","13","Transfer to same account returns 400","","2026-07-23","passed","2026-07-23","","","",""
"","46","Partition routing - same customerId always goes to same partition","","2026-07-23","passed","2026-07-23","","","",""
"","16","Partial match - match response contains","","2026-07-23","passed","2026-07-23","","","",""
"","18","Freeze account successfully","","2026-07-23","passed","2026-07-23","","","",""
"","18","Validate event audit trail for order","","2026-07-23","passed","2026-07-23","","","",""
"","96","Generate unique transfer payload at runtime","","2026-07-23","passed","2026-07-23","","","",""
"","12","Get account by ID - success","","2026-07-23","passed","2026-07-23","","","",""
"","48","Apply for personal loan - full happy path (5 steps)","","2026-07-23","passed","2026-07-23","","","",""
"","14","Successful transfer returns 201 with PENDING status","","2026-07-23","passed","2026-07-23","","","",""
