"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4343","Send HTTP call and validate Kafka event produced","","2026-06-25","passed","2026-06-25","","","",""
"","12","Transfer 201 for amount 0.01","","2026-06-25","passed","2026-06-25","","","",""
"","10","Update non-existent account returns 404","","2026-06-25","passed","2026-06-25","","","",""
"","24","Type validation - #string #number #boolean #notnull","","2026-06-25","passed","2026-06-25","","","",""
"","53","Partition routing - same customerId always goes to same partition","","2026-06-25","passed","2026-06-25","","","",""
"","2581","DLQ Flow - Failed order goes to Dead Letter Queue","","2026-06-25","passed","2026-06-25","","","",""
"","16","Freeze account successfully","","2026-06-25","passed","2026-06-25","","","",""
"","51","Apply for personal loan - full happy path (5 steps)","","2026-06-25","passed","2026-06-25","","","",""
"","32","Validate Kafka metadata stored correctly in MongoDB","","2026-06-25","passed","2026-06-25","","","",""
"","258","Create new savings account successfully","","2026-06-25","passed","2026-06-25","","","",""
"","16","Validate event audit trail for order","","2026-06-25","passed","2026-06-25","","","",""
"","18","Validate QuickMart Cash API schema","","2026-06-25","passed","2026-06-25","","","",""
"","10","Transfer 201 for amount 50.50","","2026-06-25","passed","2026-06-25","","","",""
"","16","Successful transfer returns 201 with PENDING status","","2026-06-25","passed","2026-06-25","","","",""
"","2593","Idempotency - same order sent twice produces only one event","","2026-06-25","passed","2026-06-25","","","",""
"","19","Create account with missing required fields returns 400","","2026-06-25","passed","2026-06-25","","","",""
"","10","Update account email successfully","","2026-06-25","passed","2026-06-25","","","",""
"","590","Validate full order lifecycle - Created to Paid","","2026-06-25","passed","2026-06-25","","","",""
"","16","Transfer 201 for amount 100.00","","2026-06-25","passed","2026-06-25","","","",""
"","178","Validate ORDER_CREATED event stored in MongoDB","","2026-06-25","passed","2026-06-25","","","",""
"","15","Transfer 400 for amount 50.00","","2026-06-25","passed","2026-06-25","","","",""
"","9","Create account with invalid currency returns 400","","2026-06-25","passed","2026-06-25","","","",""
"","11","Insufficient funds returns 422","","2026-06-25","passed","2026-06-25","","","",""
"","22","Find events missing Kafka metadata","","2026-06-25","passed","2026-06-25","","","",""
"","24","Count total events in MongoDB","","2026-06-25","passed","2026-06-25","","","",""
"","18","Find DLQ events - failed transactions","","2026-06-25","passed","2026-06-25","","","",""
"","8","Missing required fields returns 400","","2026-06-25","passed","2026-06-25","","","",""
"","13","Get account - verify currency","","2026-06-25","passed","2026-06-25","","","",""
"","18","Response header validation","","2026-06-25","passed","2026-06-25","","","",""
"","13","Negative test - error response schema validation","","2026-06-25","passed","2026-06-25","","","",""
"","15","Get account by ID - success","","2026-06-25","passed","2026-06-25","","","",""
"","21","Regex and conditional validation","","2026-06-25","passed","2026-06-25","","","",""
"","582","Validate ORDER_CREATED event type routing","","2026-06-25","passed","2026-06-25","","","",""
"","2566","Offset replay - consumer reads from earliest offset","","2026-06-25","passed","2026-06-25","","","",""
"","105","Generate unique transfer payload at runtime","","2026-06-25","passed","2026-06-25","","","",""
"","21","Partial match - match response contains","","2026-06-25","passed","2026-06-25","","","",""
"","2595","Full order flow - API to Kafka event validation","","2026-06-25","passed","2026-06-25","","","",""
"","10","Transfer to same account returns 400","","2026-06-25","passed","2026-06-25","","","",""
"","10","Get account - verify schema","","2026-06-25","passed","2026-06-25","","","",""
