"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","Transfer 201 for amount 50.50","","Fri Apr 17 22:18:12 UTC 2026","passed","Fri Apr 17 22:18:12 UTC 2026","","","",""
"","2585","Full order flow - API to Kafka event validation","","Fri Apr 17 22:18:07 UTC 2026","passed","Fri Apr 17 22:18:10 UTC 2026","","","",""
"","2585","Idempotency - same order sent twice produces only one event","","Fri Apr 17 22:18:02 UTC 2026","passed","Fri Apr 17 22:18:04 UTC 2026","","","",""
"","9","Transfer 201 for amount 0.01","","Fri Apr 17 22:18:12 UTC 2026","passed","Fri Apr 17 22:18:12 UTC 2026","","","",""
"","18","Get account - verify currency","","Fri Apr 17 22:17:55 UTC 2026","passed","Fri Apr 17 22:17:55 UTC 2026","","","",""
"","10","Transfer 201 for amount 100.00","","Fri Apr 17 22:18:12 UTC 2026","passed","Fri Apr 17 22:18:12 UTC 2026","","","",""
"","16","Regex and conditional validation","","Fri Apr 17 22:17:56 UTC 2026","passed","Fri Apr 17 22:17:56 UTC 2026","","","",""
"","4372","Send HTTP call and validate Kafka event produced","","Fri Apr 17 22:17:56 UTC 2026","passed","Fri Apr 17 22:18:00 UTC 2026","","","",""
"","19","Validate QuickMart Cash API schema","","Fri Apr 17 22:17:56 UTC 2026","passed","Fri Apr 17 22:17:56 UTC 2026","","","",""
"","13","Create account with missing required fields returns 400","","Fri Apr 17 22:17:55 UTC 2026","passed","Fri Apr 17 22:17:55 UTC 2026","","","",""
"","576","Validate full order lifecycle - Created to Paid","","Fri Apr 17 22:18:01 UTC 2026","passed","Fri Apr 17 22:18:02 UTC 2026","","","",""
"","14","Get account by ID - success","","Fri Apr 17 22:17:55 UTC 2026","passed","Fri Apr 17 22:17:55 UTC 2026","","","",""
"","106","Generate unique transfer payload at runtime","","Fri Apr 17 22:18:12 UTC 2026","passed","Fri Apr 17 22:18:13 UTC 2026","","","",""
"","11","Transfer 400 for amount 50.00","","Fri Apr 17 22:18:12 UTC 2026","passed","Fri Apr 17 22:18:12 UTC 2026","","","",""
"","15","Freeze account successfully","","Fri Apr 17 22:17:56 UTC 2026","passed","Fri Apr 17 22:17:56 UTC 2026","","","",""
"","11","Negative test - error response schema validation","","Fri Apr 17 22:17:56 UTC 2026","passed","Fri Apr 17 22:17:56 UTC 2026","","","",""
"","11","Insufficient funds returns 422","","Fri Apr 17 22:18:13 UTC 2026","passed","Fri Apr 17 22:18:13 UTC 2026","","","",""
"","2558","Offset replay - consumer reads from earliest offset","","Fri Apr 17 22:18:04 UTC 2026","passed","Fri Apr 17 22:18:07 UTC 2026","","","",""
"","41","Apply for personal loan - full happy path (5 steps)","","Fri Apr 17 22:18:12 UTC 2026","passed","Fri Apr 17 22:18:12 UTC 2026","","","",""
"","16","Create account with invalid currency returns 400","","Fri Apr 17 22:17:55 UTC 2026","passed","Fri Apr 17 22:17:55 UTC 2026","","","",""
"","12","Response header validation","","Fri Apr 17 22:17:56 UTC 2026","passed","Fri Apr 17 22:17:56 UTC 2026","","","",""
"","21","Type validation - #string #number #boolean #notnull","","Fri Apr 17 22:17:55 UTC 2026","passed","Fri Apr 17 22:17:56 UTC 2026","","","",""
"","11","Update non-existent account returns 404","","Fri Apr 17 22:17:56 UTC 2026","passed","Fri Apr 17 22:17:56 UTC 2026","","","",""
"","574","Validate ORDER_CREATED event type routing","","Fri Apr 17 22:18:00 UTC 2026","passed","Fri Apr 17 22:18:01 UTC 2026","","","",""
"","14","Successful transfer returns 201 with PENDING status","","Fri Apr 17 22:18:13 UTC 2026","passed","Fri Apr 17 22:18:13 UTC 2026","","","",""
"","51","Partition routing - same customerId always goes to same partition","","Fri Apr 17 22:18:04 UTC 2026","passed","Fri Apr 17 22:18:04 UTC 2026","","","",""
"","10","Transfer to same account returns 400","","Fri Apr 17 22:18:13 UTC 2026","passed","Fri Apr 17 22:18:13 UTC 2026","","","",""
"","106","Create new savings account successfully","","Fri Apr 17 22:17:55 UTC 2026","passed","Fri Apr 17 22:17:55 UTC 2026","","","",""
"","17","Partial match - match response contains","","Fri Apr 17 22:17:56 UTC 2026","passed","Fri Apr 17 22:17:56 UTC 2026","","","",""
"","10","Update account email successfully","","Fri Apr 17 22:17:56 UTC 2026","passed","Fri Apr 17 22:17:56 UTC 2026","","","",""
"","6","Missing required fields returns 400","","Fri Apr 17 22:18:13 UTC 2026","passed","Fri Apr 17 22:18:13 UTC 2026","","","",""
"","15","Get account - verify schema","","Fri Apr 17 22:17:55 UTC 2026","passed","Fri Apr 17 22:17:55 UTC 2026","","","",""
"","2559","DLQ Flow - Failed order goes to Dead Letter Queue","","Fri Apr 17 22:18:10 UTC 2026","passed","Fri Apr 17 22:18:12 UTC 2026","","","",""
