"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21","Partial match - match response contains","","2026-07-03","passed","2026-07-03","","","",""
"","13","Validate QuickMart Cash API schema","","2026-07-03","passed","2026-07-03","","","",""
"","15","Regex and conditional validation","","2026-07-03","passed","2026-07-03","","","",""
"","14","Find DLQ events - failed transactions","","2026-07-03","passed","2026-07-03","","","",""
"","570","Validate full order lifecycle - Created to Paid","","2026-07-03","passed","2026-07-03","","","",""
"","13","Transfer 400 for amount 50.00","","2026-07-03","passed","2026-07-03","","","",""
"","12","Create account with missing required fields returns 400","","2026-07-03","passed","2026-07-03","","","",""
"","14","Validate event audit trail for order","","2026-07-03","passed","2026-07-03","","","",""
"","181","Validate ORDER_CREATED event stored in MongoDB","","2026-07-03","passed","2026-07-03","","","",""
"","9","Transfer 201 for amount 0.01","","2026-07-03","passed","2026-07-03","","","",""
"","6","Insufficient funds returns 422","","2026-07-03","passed","2026-07-03","","","",""
"","14","Response header validation","","2026-07-03","passed","2026-07-03","","","",""
"","107","Generate unique transfer payload at runtime","","2026-07-03","passed","2026-07-03","","","",""
"","13","Freeze account successfully","","2026-07-03","passed","2026-07-03","","","",""
"","9","Update account email successfully","","2026-07-03","passed","2026-07-03","","","",""
"","2558","DLQ Flow - Failed order goes to Dead Letter Queue","","2026-07-03","passed","2026-07-03","","","",""
"","7","Missing required fields returns 400","","2026-07-03","passed","2026-07-03","","","",""
"","12","Transfer 201 for amount 50.50","","2026-07-03","passed","2026-07-03","","","",""
"","20","Count total events in MongoDB","","2026-07-03","passed","2026-07-03","","","",""
"","20","Get account by ID - success","","2026-07-03","passed","2026-07-03","","","",""
"","302","Create new savings account successfully","","2026-07-03","passed","2026-07-03","","","",""
"","12","Negative test - error response schema validation","","2026-07-03","passed","2026-07-03","","","",""
"","57","Partition routing - same customerId always goes to same partition","","2026-07-03","passed","2026-07-03","","","",""
"","21","Find events missing Kafka metadata","","2026-07-03","passed","2026-07-03","","","",""
"","10","Create account with invalid currency returns 400","","2026-07-03","passed","2026-07-03","","","",""
"","14","Transfer to same account returns 400","","2026-07-03","passed","2026-07-03","","","",""
"","21","Type validation - #string #number #boolean #notnull","","2026-07-03","passed","2026-07-03","","","",""
"","63","Apply for personal loan - full happy path (5 steps)","","2026-07-03","passed","2026-07-03","","","",""
"","2575","Idempotency - same order sent twice produces only one event","","2026-07-03","passed","2026-07-03","","","",""
"","4338","Send HTTP call and validate Kafka event produced","","2026-07-03","passed","2026-07-03","","","",""
"","12","Get account - verify currency","","2026-07-03","passed","2026-07-03","","","",""
"","15","Successful transfer returns 201 with PENDING status","","2026-07-03","passed","2026-07-03","","","",""
"","18","Get account - verify schema","","2026-07-03","passed","2026-07-03","","","",""
"","17","Transfer 201 for amount 100.00","","2026-07-03","passed","2026-07-03","","","",""
"","2779","Full order flow - API to Kafka event validation","","2026-07-03","passed","2026-07-03","","","",""
"","26","Validate Kafka metadata stored correctly in MongoDB","","2026-07-03","passed","2026-07-03","","","",""
"","2557","Offset replay - consumer reads from earliest offset","","2026-07-03","passed","2026-07-03","","","",""
"","573","Validate ORDER_CREATED event type routing","","2026-07-03","passed","2026-07-03","","","",""
"","7","Update non-existent account returns 404","","2026-07-03","passed","2026-07-03","","","",""
