"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4293","Send HTTP call and validate Kafka event produced","","Tue Apr 28 08:33:32 UTC 2026","passed","Tue Apr 28 08:33:36 UTC 2026","","","",""
"","8","Get account - verify schema","","Tue Apr 28 08:33:31 UTC 2026","passed","Tue Apr 28 08:33:31 UTC 2026","","","",""
"","16","Freeze account successfully","","Tue Apr 28 08:33:32 UTC 2026","passed","Tue Apr 28 08:33:32 UTC 2026","","","",""
"","8","Transfer to same account returns 400","","Tue Apr 28 08:33:49 UTC 2026","passed","Tue Apr 28 08:33:49 UTC 2026","","","",""
"","2588","Full order flow - API to Kafka event validation","","Tue Apr 28 08:33:43 UTC 2026","passed","Tue Apr 28 08:33:45 UTC 2026","","","",""
"","17","Validate event audit trail for order","","Tue Apr 28 08:33:48 UTC 2026","passed","Tue Apr 28 08:33:48 UTC 2026","","","",""
"","13","Successful transfer returns 201 with PENDING status","","Tue Apr 28 08:33:49 UTC 2026","passed","Tue Apr 28 08:33:49 UTC 2026","","","",""
"","9","Get account - verify currency","","Tue Apr 28 08:33:31 UTC 2026","passed","Tue Apr 28 08:33:31 UTC 2026","","","",""
"","12","Insufficient funds returns 422","","Tue Apr 28 08:33:49 UTC 2026","passed","Tue Apr 28 08:33:49 UTC 2026","","","",""
"","18","Validate QuickMart Cash API schema","","Tue Apr 28 08:33:32 UTC 2026","passed","Tue Apr 28 08:33:32 UTC 2026","","","",""
"","17","Regex and conditional validation","","Tue Apr 28 08:33:31 UTC 2026","passed","Tue Apr 28 08:33:32 UTC 2026","","","",""
"","567","Validate full order lifecycle - Created to Paid","","Tue Apr 28 08:33:37 UTC 2026","passed","Tue Apr 28 08:33:37 UTC 2026","","","",""
"","19","Partial match - match response contains","","Tue Apr 28 08:33:31 UTC 2026","passed","Tue Apr 28 08:33:31 UTC 2026","","","",""
"","2562","DLQ Flow - Failed order goes to Dead Letter Queue","","Tue Apr 28 08:33:45 UTC 2026","passed","Tue Apr 28 08:33:48 UTC 2026","","","",""
"","26","Validate Kafka metadata stored correctly in MongoDB","","Tue Apr 28 08:33:48 UTC 2026","passed","Tue Apr 28 08:33:48 UTC 2026","","","",""
"","19","Type validation - #string #number #boolean #notnull","","Tue Apr 28 08:33:31 UTC 2026","passed","Tue Apr 28 08:33:31 UTC 2026","","","",""
"","92","Create new savings account successfully","","Tue Apr 28 08:33:31 UTC 2026","passed","Tue Apr 28 08:33:31 UTC 2026","","","",""
"","12","Negative test - error response schema validation","","Tue Apr 28 08:33:32 UTC 2026","passed","Tue Apr 28 08:33:32 UTC 2026","","","",""
"","9","Update non-existent account returns 404","","Tue Apr 28 08:33:32 UTC 2026","passed","Tue Apr 28 08:33:32 UTC 2026","","","",""
"","17","Get account by ID - success","","Tue Apr 28 08:33:31 UTC 2026","passed","Tue Apr 28 08:33:31 UTC 2026","","","",""
"","52","Apply for personal loan - full happy path (5 steps)","","Tue Apr 28 08:33:48 UTC 2026","passed","Tue Apr 28 08:33:48 UTC 2026","","","",""
"","7","Missing required fields returns 400","","Tue Apr 28 08:33:49 UTC 2026","passed","Tue Apr 28 08:33:49 UTC 2026","","","",""
"","23","Find events missing Kafka metadata","","Tue Apr 28 08:33:48 UTC 2026","passed","Tue Apr 28 08:33:48 UTC 2026","","","",""
"","2578","Idempotency - same order sent twice produces only one event","","Tue Apr 28 08:33:37 UTC 2026","passed","Tue Apr 28 08:33:40 UTC 2026","","","",""
"","10","Response header validation","","Tue Apr 28 08:33:32 UTC 2026","passed","Tue Apr 28 08:33:32 UTC 2026","","","",""
"","10","Create account with missing required fields returns 400","","Tue Apr 28 08:33:31 UTC 2026","passed","Tue Apr 28 08:33:31 UTC 2026","","","",""
"","8","Update account email successfully","","Tue Apr 28 08:33:32 UTC 2026","passed","Tue Apr 28 08:33:32 UTC 2026","","","",""
"","12","Transfer 201 for amount 50.50","","Tue Apr 28 08:33:49 UTC 2026","passed","Tue Apr 28 08:33:49 UTC 2026","","","",""
"","13","Find DLQ events - failed transactions","","Tue Apr 28 08:33:48 UTC 2026","passed","Tue Apr 28 08:33:48 UTC 2026","","","",""
"","49","Partition routing - same customerId always goes to same partition","","Tue Apr 28 08:33:40 UTC 2026","passed","Tue Apr 28 08:33:40 UTC 2026","","","",""
