"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16","Transfer 201 for amount 100.00","","2026-06-11","passed","2026-06-11","","","",""
"","19","Validate event audit trail for order","","2026-06-11","passed","2026-06-11","","","",""
"","33","Find events missing Kafka metadata","","2026-06-11","passed","2026-06-11","","","",""
"","573","Validate full order lifecycle - Created to Paid","","2026-06-11","passed","2026-06-11","","","",""
"","10","Get account - verify schema","","2026-06-11","passed","2026-06-11","","","",""
"","596","Validate ORDER_CREATED event type routing","","2026-06-11","passed","2026-06-11","","","",""
"","24","Validate Kafka metadata stored correctly in MongoDB","","2026-06-11","passed","2026-06-11","","","",""
"","46","Apply for personal loan - full happy path (5 steps)","","2026-06-11","passed","2026-06-11","","","",""
"","8","Update non-existent account returns 404","","2026-06-11","passed","2026-06-11","","","",""
"","12","Transfer 400 for amount 50.00","","2026-06-11","passed","2026-06-11","","","",""
"","17","Validate QuickMart Cash API schema","","2026-06-11","passed","2026-06-11","","","",""
"","17","Successful transfer returns 201 with PENDING status","","2026-06-11","passed","2026-06-11","","","",""
"","10","Transfer 201 for amount 0.01","","2026-06-11","passed","2026-06-11","","","",""
"","7","Missing required fields returns 400","","2026-06-11","passed","2026-06-11","","","",""
"","2608","Full order flow - API to Kafka event validation","","2026-06-11","passed","2026-06-11","","","",""
"","18","Type validation - #string #number #boolean #notnull","","2026-06-11","passed","2026-06-11","","","",""
"","10","Update account email successfully","","2026-06-11","passed","2026-06-11","","","",""
"","18","Freeze account successfully","","2026-06-11","passed","2026-06-11","","","",""
"","2568","DLQ Flow - Failed order goes to Dead Letter Queue","","2026-06-11","passed","2026-06-11","","","",""
"","11","Create account with invalid currency returns 400","","2026-06-11","passed","2026-06-11","","","",""
"","12","Transfer to same account returns 400","","2026-06-11","passed","2026-06-11","","","",""
"","2565","Offset replay - consumer reads from earliest offset","","2026-06-11","passed","2026-06-11","","","",""
"","15","Regex and conditional validation","","2026-06-11","passed","2026-06-11","","","",""
"","22","Count total events in MongoDB","","2026-06-11","passed","2026-06-11","","","",""
"","10","Get account - verify currency","","2026-06-11","passed","2026-06-11","","","",""
"","11","Create account with missing required fields returns 400","","2026-06-11","passed","2026-06-11","","","",""
"","9","Insufficient funds returns 422","","2026-06-11","passed","2026-06-11","","","",""
"","123","Create new savings account successfully","","2026-06-11","passed","2026-06-11","","","",""
"","4301","Send HTTP call and validate Kafka event produced","","2026-06-11","passed","2026-06-11","","","",""
"","56","Partition routing - same customerId always goes to same partition","","2026-06-11","passed","2026-06-11","","","",""
"","9","Transfer 201 for amount 50.50","","2026-06-11","passed","2026-06-11","","","",""
"","19","Find DLQ events - failed transactions","","2026-06-11","passed","2026-06-11","","","",""
"","194","Validate ORDER_CREATED event stored in MongoDB","","2026-06-11","passed","2026-06-11","","","",""
"","127","Generate unique transfer payload at runtime","","2026-06-11","passed","2026-06-11","","","",""
"","12","Get account by ID - success","","2026-06-11","passed","2026-06-11","","","",""
"","14","Response header validation","","2026-06-11","passed","2026-06-11","","","",""
"","17","Partial match - match response contains","","2026-06-11","passed","2026-06-11","","","",""
"","2579","Idempotency - same order sent twice produces only one event","","2026-06-11","passed","2026-06-11","","","",""
"","10","Negative test - error response schema validation","","2026-06-11","passed","2026-06-11","","","",""
