"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","246","Partition routing - same customerId always goes to same partition","","2026-07-30","passed","2026-07-30","","","",""
"","5","Missing required fields returns 400","","2026-07-30","passed","2026-07-30","","","",""
"","14","Create account with missing required fields returns 400","","2026-07-30","passed","2026-07-30","","","",""
"","20","Find events missing Kafka metadata","","2026-07-30","passed","2026-07-30","","","",""
"","14","Get account by ID - success","","2026-07-30","passed","2026-07-30","","","",""
"","2595","Full order flow - API to Kafka event validation","","2026-07-30","passed","2026-07-30","","","",""
"","11","Transfer 201 for amount 100.00","","2026-07-30","passed","2026-07-30","","","",""
"","2592","Idempotency - same order sent twice produces only one event","","2026-07-30","passed","2026-07-30","","","",""
"","14","Transfer 201 for amount 0.01","","2026-07-30","passed","2026-07-30","","","",""
"","174","Validate ORDER_CREATED event stored in MongoDB","","2026-07-30","passed","2026-07-30","","","",""
"","25","Partial match - match response contains","","2026-07-30","passed","2026-07-30","","","",""
"","96","Generate unique transfer payload at runtime","","2026-07-30","passed","2026-07-30","","","",""
"","10","Get account - verify schema","","2026-07-30","passed","2026-07-30","","","",""
"","574","Validate ORDER_CREATED event type routing","","2026-07-30","passed","2026-07-30","","","",""
"","11","Transfer to same account returns 400","","2026-07-30","passed","2026-07-30","","","",""
"","570","Validate full order lifecycle - Created to Paid","","2026-07-30","passed","2026-07-30","","","",""
"","13","Successful transfer returns 201 with PENDING status","","2026-07-30","passed","2026-07-30","","","",""
"","2562","DLQ Flow - Failed order goes to Dead Letter Queue","","2026-07-30","passed","2026-07-30","","","",""
"","12","Transfer 400 for amount 50.00","","2026-07-30","passed","2026-07-30","","","",""
"","24","Regex and conditional validation","","2026-07-30","passed","2026-07-30","","","",""
"","21","Validate QuickMart Cash API schema","","2026-07-30","passed","2026-07-30","","","",""
"","14","Create account with invalid currency returns 400","","2026-07-30","passed","2026-07-30","","","",""
"","27","Count total events in MongoDB","","2026-07-30","passed","2026-07-30","","","",""
"","11","Transfer 201 for amount 50.50","","2026-07-30","passed","2026-07-30","","","",""
"","13","Negative test - error response schema validation","","2026-07-30","passed","2026-07-30","","","",""
"","5223","Send HTTP call and validate Kafka event produced","","2026-07-30","passed","2026-07-30","","","",""
"","19","Freeze account successfully","","2026-07-30","passed","2026-07-30","","","",""
"","20","Type validation - #string #number #boolean #notnull","","2026-07-30","passed","2026-07-30","","","",""
"","11","Update account email successfully","","2026-07-30","passed","2026-07-30","","","",""
"","18","Response header validation","","2026-07-30","passed","2026-07-30","","","",""
"","755","Create new savings account successfully","","2026-07-30","passed","2026-07-30","","","",""
"","17","Validate event audit trail for order","","2026-07-30","passed","2026-07-30","","","",""
"","10","Get account - verify currency","","2026-07-30","passed","2026-07-30","","","",""
"","2565","Offset replay - consumer reads from earliest offset","","2026-07-30","passed","2026-07-30","","","",""
"","12","Update non-existent account returns 404","","2026-07-30","passed","2026-07-30","","","",""
"","23","Validate Kafka metadata stored correctly in MongoDB","","2026-07-30","passed","2026-07-30","","","",""
"","52","Apply for personal loan - full happy path (5 steps)","","2026-07-30","passed","2026-07-30","","","",""
"","8","Insufficient funds returns 422","","2026-07-30","passed","2026-07-30","","","",""
"","15","Find DLQ events - failed transactions","","2026-07-30","passed","2026-07-30","","","",""
